GEOFFREYMICHAELGADD,中国科学院新疆生态与地理研究所
张亚鹏,中国科学院近代物理研究所
田应智,新疆大学
米永生,长江师范学院
鲍守山,山东大学
李建森,中国科学院青海盐湖研究所
冷慧男,华东理工大学
朱陵君,南京医科大学
薛书江,延边大学
杨定海,海南大学
郑国伟,中国科学院昆明植物研究所
张永清,中国科学院遗传与发育生物学研究所
王者超,山东大学
张晓辰,中国科学院大连化学物理研究所
胡志丁,云南师范大学
陈鹏宇,遵义医学院
陈树明,南方科技大学
周旭红,云南省农业科学院
王菊,天津大学
张中卫,河南理工大学
石霏,苏州大学
王秋华,杭州电子科技大学
谭冲,中国科学院上海微系统与信息技术研究所
鲍庆龙,中国人民解放军国防科学技术大学
黎勇,重庆邮电大学
梁大为,北京航空航天大学
朱五福,江西科技师范大学
刘莲生,中国海洋大学
华海婴,郑州大学
徐骏,南京大学
丁新生,南京医科大学
刘琼,复旦大学
谢瑞,中国科学院长春应用化学研究所
童晓立,华南农业大学
王燕平,黑龙江省农业科学院
王文忠,中国科学院心理研究所
王全兴,中国人民解放军第二军医大学
陈会昌,北京师范大学
蓝菁,南京农业大学
袁蓓蓓,北京大学
王怀豫,北京理工大学
罗双玲,大连理工大学
葛子钢,北京大学
胡昌江,成都中医药大学
李华斌,上海交通大学
常时新,上海中医药大学
黄龙全,安徽农业大学
薛孟周,河南大学
徐伟立,河北医科大学
曹铭辉,中山大学
罗建沅,北京大学
赵婷婷,中日友好医院
李景怡,中国人民解放军第三军医大学
冉茜,中国人民解放军第三军医大学
安胜军,河北化工医药职业技术学院
余瑾,广州中医药大学
李忠宏,西北农林科技大学
宋丰举,天津医科大学
徐_,上海交通大学
吴传斌,中山大学
赵晓春,中国医科大学
颜景斌,上海交通大学
陈明君,中国科学院高能物理研究所
张佩云,安徽师范大学
倪明康,华东师范大学
田颖,扬州大学
鞠强,上海交通大学
马春玲,河北医科大学
朱茂祥,中国人民解放军军事医学科学院
吕仁才,苏州大学
杨大庆,福州大学
胡冠芳,甘肃省农业科学院
彭文娟,中国科学院数学与系统科学研究院
程东亚,苏州大学
林亚平,湖南大学
龚成,苏州大学
岳峻,鲁东大学
牛原玲,中南大学
张军阳,闽南师范大学
田立勤,华北科技学院
臧尧龄,吉林大学
奚小双,中南大学
薛德胜,兰州大学
谢运球,中国地质科学院岩溶地质研究所
范航清,广西红树林研究中心
裴云鹏,中国地质大学（北京）
陆建平,中国人民解放军第二军医大学
周新华,中国科学院地质与地球物理研究所
刘昌实,南京大学
严绍瑾,南京信息工程大学
张毅刚,北京工业大学
葛世荣,中国矿业大学
郭英廷,中国矿业大学（北京）
赵一阳,中国科学院海洋研究所
张仁杰,中国地质调查局武汉地质调查中心
谷祖纲,兰州大学
谢玉坎,中国科学院南海海洋研究所
崔功豪,南京大学
林启彬,中国科学院南京地质古生物研究所
田均良,西北农林科技大学
蔡焕杰,西北农林科技大学
任福田,北京工业大学
程连生,北京师范大学
范国华,中国地震局地球物理研究所
李卫,钢铁研究总院
刘忠翰,云南省环境科学研究院
董志勇,浙江工业大学
冯乃祥,东北大学
乔方利,国家海洋局第一海洋研究所
王一新,同济大学
陈英仪,国家海洋环境预报中心
朱立军,贵州大学
韩舞鹰,中国科学院南海海洋研究所
黄奕普,厦门大学
丁秋红,沈阳地质矿产研究所
宋仁奎,中国科学院地质与地球物理研究所
赵仁宇,中国科学院东北地理与农业生态研究所
方大钧,浙江大学
徐有生,中国科学院地球化学研究所
侯玉,中山大学
库热西·玉努斯,新疆医科大学
张洪平,新疆医科大学
赵宏斌,昆明医科大学
唐珉,南昌大学
徐林林,南昌大学
杜海燕,内蒙古医科大学
陈祥盛,贵州大学
蔡江辉,太原科技大学
阿拉坦仓,内蒙古大学
王熙才,昆明医科大学
赵保卫,兰州交通大学
刘家成,西北师范大学
黄丹凤,西北师范大学
覃江克,广西师范大学
宋永海,江西师范大学
马东来,中国医学科学院北京协和医院
李虞锋,西安交通大学
唐晓铭,重庆邮电大学
罗向霞,甘肃省中医院
周满红,遵义医学院
侯岩岩,新疆维吾尔自治区疾病预防控制中心
孙莉,桂林医学院
吕争,北京空间飞行器总体设计部
郝健,内蒙古医科大学
罗夫来,贵州大学
杨青青,浙江大学宁波理工学院
吴双红,电子科技大学
陈其英,中国科学院地质与地球物理研究所
郭显,兰州理工大学
任一涛,云南大学
刘亚秋,东北林业大学
耿美玉,中国海洋大学
周少玉,遵义医学院
赵稳兴,昆明理工大学
冯书亮,河北省农林科学院植物保护研究所
刘玲玉,中国科学院上海有机化学研究所
徐世莲,昆明医科大学
纪则轩,南京理工大学
韦芳,上海交通大学
储焰南,中国科学院合肥物质科学研究院
邓敬亚,西安电子科技大学
许丹科,南京大学
郭新彪,北京大学
陈财森,中国人民解放军装甲兵工程学院
孙平安,中国地质科学院岩溶地质研究所
夏天,重庆理工大学
刘军丽,廊坊师范学院
林_,福建师范大学
雷雨田,南京师范大学
杨国俊,四川大学
杜文学,安徽大学
李剑芳,山东中医药大学
冯怀亮,北京大学
曾斌,江西科技师范大学
何熙璞,广西大学
马德慧,内蒙古民族大学
王元忠,云南省农业科学院
莫绪明,南京医科大学
闵莉花,南京邮电大学
封锋,南京理工大学
郭则庆,南京理工大学
谭绍滨,厦门大学
尹丽,北京应用物理与计算数学研究所
刘素娟,天津科技大学
齐菲,苏州大学
纪锋,中国航天空气动力技术研究院
黄新会,西南林业大学
赵艳红,内蒙古农业大学
宋洪军,复旦大学
刘克春,江西财经大学
蔡翔,桂林电子科技大学
张亚涛,郑州大学
李高峰,昆明医科大学
刘明林,同济大学
王汝霖,中国海洋大学
熊树平,上海交通大学
许方宇,中国科学院云南天文台
商洪才,北京中医药大学
任广斌,中国科学技术大学
胡启武,江西师范大学
徐业芬,西藏大学农牧学院
周志,湖北民族学院
周际海,南昌工程学院
郭源梅,江西农业大学
刘淮,江西省妇幼保健院
谢惠芳,新疆医科大学
吴艳玲,延边大学
杨建宏,宁夏医科大学
魏成喜,内蒙古民族大学
修瑾,贵州医科大学
刘晓鹏,湖北民族学院
魏虹,石河子大学
徐继生,武汉大学
谢新宇,浙江大学
陈培生,南京航空航天大学
李玲霞,天津大学
康跃虎,中国科学院地理科学与资源研究所
陈中原,华东师范大学
刘少峰,中国地质大学（北京）
黎振兹,中南大学
郭达志,中国矿业大学
单家增,中国科学院地质与地球物理研究所
蒋建国,清华大学
龙天渝,重庆大学
熊大和,中国科学院地质与地球物理研究所
包更生,国家海洋局第二海洋研究所
张海鸥,华中科技大学
潘洪革,浙江大学
袁道先,中国地质科学院岩溶地质研究所
祖金华,中国地震局地质研究所
邵雪梅,中国科学院地理科学与资源研究所
王尔康,南京大学
朱忠德,长江大学
张德二,国家气象中心
董光荣,中国科学院寒区旱区环境与工程研究所
赵华昌,中国科学院东北地理与农业生态研究所
李思田,中国地质大学（武汉）
於宗俦,武汉大学
吴北婴,中国科学院大气物理研究所
张孝彬,浙江大学
宋崇林,天津大学
陈晓飞,沈阳农业大学
黄杏元,南京大学
黄天桥,中国科学院空间科学与应用研究中心
林心雄,中国科学院南京土壤研究所
蒲一涛,深圳大学
肖汉宁,湖南大学
蒋丽忠,中南大学
毕德昌,南京地质矿产研究所
杨弘炜,北京航空航天大学
方再光,海南大学
薛梅,同济大学
张臣,北京大学
何立群,中国科学技术大学
胡厚田,西南交通大学
李振清,中国地质科学院矿产资源研究所
管咏梅,江西中医药大学
李筱贺,内蒙古医科大学
孟根杜希,内蒙古医科大学
杨再昌,贵州大学
王青虎,内蒙古民族大学
洪道俊,南昌大学
崔昊震,延边大学
陈世悦,中国石油大学（华东）
张飞雄,宁夏医科大学
鲍慧慧,南昌大学
赵瑞宁,宁夏医科大学
雷普平,昆明医科大学
郑胜哲,延边大学
曾红春,新疆医科大学
尹学琼,海南大学
徐佩茹,新疆医科大学
杨必成,江西省妇幼保健院
阿布都乃比·麦麦提艾力,新疆医科大学
刘德伍,南昌大学
高喜,桂林电子科技大学
贾科军,兰州理工大学
宋志国,昆明理工大学
江阳,贵州大学
普小云,云南大学
阿布都艾则孜·阿布来提,新疆大学
毕淑娴,宁夏大学
王华生,江西理工大学
常仕英,昆明贵金属研究所
隋霜,新疆维吾尔自治区人民医院
袁厚群,江西农业大学
钟学明,南昌航空大学
许冰,广西中医药大学
杨晓敏,内蒙古科技大学包头医学院
贾舒婷,昆明理工大学
李革,浙江理工大学
邓蕾,重庆大学
宗海红,川北医学院
陈义旺,南昌大学
党智敏,北京科技大学
田煜,清华大学
钱民全,中国科学院力学研究所
崔树范,中国科学院物理研究所
杨乍生,南京航空航天大学
吴秀恒,武汉理工大学
姚希贤,南京大学
廖新浩,南京大学
谢瑞生,中国科学院南海海洋研究所
欧阳义,东南大学
余雷,苏州大学
卢惠辉,暨南大学
董慧,上海财经大学
叶志浩,中国人民解放军海军工程大学
江泓,中南大学
王子梅,深圳大学
田钧方,天津大学
李永青,湖南师范大学
张惠珍,上海理工大学
韩姣杰,中南财经政法大学
张克斌,中国人民解放军第三军医大学
廖_,四川大学
戚豫,北京大学
罗小华,重庆医科大学
程流泉,中国人民解放军总医院
刘冉,清华大学
郑加生,首都医科大学
黄琼,华南农业大学
黄萱菁,复旦大学
马余全,北京信息科技大学
赵美玉,哈尔滨工业大学
沈靖南,中山大学
耿力,北京大学
吴道澄,西安交通大学
杨治力,上海交通大学
王苹莉,浙江大学
卞留贯,上海交通大学
林园,中国科学院长春应用化学研究所
吴成友,青海大学
郭三栋,中国矿业大学
赵明镜,北京信息科技大学
孟祥芝,济宁医学院
智宏,东南大学
徐严明,四川大学
江振友,暨南大学
曲雅勤,吉林大学
易成刚,中国人民解放军第四军医大学
夏曦,北京大学
王满宁,复旦大学
丁国善,中国人民解放军第二军医大学
潘勤,武汉大学
杨爱利,兰州大学
马世美,东北大学
周锟,武汉科技大学
徐凌川,山东中医药大学
石海宁,青海大学
马廷,中国科学院地理科学与资源研究所
马朝林,南昌大学
林蓉平,电子科技大学
武岳,四川大学
Fumitake TAKAHASHI,同济大学
樊承谋,哈尔滨工业大学
周则恭,太原科技大学
徐恪,清华大学
郭为忠,上海交通大学
孔焕宇,中国中医科学院望京医院
邱并生,中国科学院微生物研究所
杨年红,华中科技大学
王顺利,甘肃省祁连山水源涵养林研究院
张玉卓,煤炭科学研究总院
刘颂豪,华南师范大学
何广讷,大连理工大学
谭奇光,中国科学院福建物质结构研究所
齐恬,北京机电研究所
赵文庆,复旦大学
王建业,华南理工大学
赵冬,石河子大学
张剑,南昌大学
迟戈夫,内蒙古民族大学
常晓波,江西中医学院
王劲柏,华中科技大学
陈乃兴,中国科学院工程热物理研究所
葛学贵,中国地质大学（武汉）
杨文采,中国新星石油公司北京计算中心
任雪艳,石河子大学
任香善,延边大学
王西娜,宁夏大学
钱文熙,塔里木大学
李惠霞,甘肃农业大学
努尔买买提·巴哈夏尔,新疆医科大学
祁得林,青海大学
刘惠君,浙江工商大学
邱德来,延边大学
